submitted_item	validated_id	current_symbol
FBgn0259223	FBgn0259223	CG42323
FBgn0030925	FBgn0030925	Hayan
FBgn0030926	FBgn0030926	psh
FBgn0030927	FBgn0030927	CG15046
FBgn0030929	FBgn0030929	CG15043
FBgn0030930	FBgn0030930	Pgant7
FBgn0010194	FBgn0010194	Wnt5
FBgn0030932	FBgn0030932	Ggt-1
FBgn0265598	FBgn0265598	Bx
FBgn0027087	FBgn0027087	HisRS
FBgn0030941	FBgn0030941	wgn
FBgn0027335	FBgn0027335	Rip11
FBgn0030943	FBgn0030943	Nup35
FBgn0030944	FBgn0030944	Hou
FBgn0030945	FBgn0030945	Ing3
FBgn0030946	FBgn0030946	CG6659
FBgn0001079	FBgn0001079	fu
FBgn0030947	FBgn0030947	CG6696
FBgn0267070	FBgn0267070	lncRNA:CR45514
FBgn0010383	FBgn0010383	Cyp18a1
FBgn0030954	FBgn0030954	CCKLR-17D3
FBgn0030955	FBgn0030955	CG6891
FBgn0030956	FBgn0030956	CG18259
FBgn0030958	FBgn0030958	CR6900
FBgn0030959	FBgn0030959	CG6961
FBgn0283473	FBgn0283473	S6KL
FBgn0030960	FBgn0030960	Atg101
FBgn0001090	FBgn0001090	bnb
FBgn0030963	FBgn0030963	CG7101
FBgn0030964	FBgn0030964	Pvf1
FBgn0085451	FBgn0085451	htk
FBgn0030966	FBgn0030966	shop
FBgn0030968	FBgn0030968	CG7322
FBgn0030969	FBgn0030969	Usp39
FBgn0052544	FBgn0052544	CG32544
FBgn0030970	FBgn0030970	CG7326
FBgn0085430	FBgn0085430	Dora
FBgn0030973	FBgn0030973	CG7332
FBgn0030974	FBgn0030974	Flacc
FBgn0264090	FBgn0264090	CG43759
FBgn0085359	FBgn0085359	CG34330
FBgn0030981	FBgn0030981	CG14191
FBgn0261461	FBgn0261461	RhoGAP18B
FBgn0047095	FBgn0047095	CG33939
FBgn0030990	FBgn0030990	CG7556
FBgn0030991	FBgn0030991	CG7453
FBgn0030993	FBgn0030993	Mec2
FBgn0030995	FBgn0030995	CG7914
FBgn0030996	FBgn0030996	CG14194
FBgn0027603	FBgn0027603	Ulp1
FBgn0031001	FBgn0031001	CG7884
FBgn0031003	FBgn0031003	CG7889
FBgn0031006	FBgn0031006	rictor
FBgn0040068	FBgn0040068	Vav
FBgn0031008	FBgn0031008	CG8010
FBgn0052537	FBgn0052537	CG32537
FBgn0052536	FBgn0052536	CG32536
FBgn0031011	FBgn0031011	CG8034
FBgn0259834	FBgn0259834	out
FBgn0086778	FBgn0086778	nAChRα7
FBgn0031016	FBgn0031016	kek5
FBgn0052533	FBgn0052533	CG32533
FBgn0044030	FBgn0044030	mRpS14
FBgn0031020	FBgn0031020	Naa15-16
FBgn0020261	FBgn0020261	pcm
FBgn0031021	FBgn0031021	ND-18
FBgn0031022	FBgn0031022	CG12204
FBgn0040890	FBgn0040890	ksh
FBgn0027621	FBgn0027621	Pfrx
FBgn0031023	FBgn0031023	CG14200
FBgn0027291	FBgn0027291	Idh3a
FBgn0261573	FBgn0261573	CoRest
FBgn0026430	FBgn0026430	Grip84
FBgn0000257	FBgn0000257	car
FBgn0031030	FBgn0031030	Tao
FBgn0031031	FBgn0031031	CG14218
FBgn0285947	FBgn0285947	RpS10b
FBgn0031036	FBgn0031036	CG14220
FBgn0031037	FBgn0031037	CG14207
FBgn0031040	FBgn0031040	CG14210
FBgn0031043	FBgn0031043	Naa20A
FBgn0031044	FBgn0031044	MKP-4
FBgn0087008	FBgn0087008	e(y)3
FBgn0031047	FBgn0031047	Rcd-1
FBgn0031048	FBgn0031048	CG12237
FBgn0031049	FBgn0031049	Sec61γ
FBgn0031050	FBgn0031050	Arp10
FBgn0031051	FBgn0031051	Ranbp21
FBgn0031052	FBgn0031052	Elys
FBgn0031053	FBgn0031053	CG14223
FBgn0031054	FBgn0031054	Ssu72
FBgn0265705	FBgn0265705	asRNA:CR44512
FBgn0004057	FBgn0004057	Zw
FBgn0043903	FBgn0043903	dome
FBgn0031057	FBgn0031057	Ubqn
FBgn0031058	FBgn0031058	CG14227
FBgn0086384	FBgn0086384	Mer
FBgn0031059	FBgn0031059	CG14229
FBgn0010341	FBgn0010341	Cdc42
FBgn0031060	FBgn0031060	Tcs4
FBgn0031061	FBgn0031061	CG14232
FBgn0031062	FBgn0031062	CG14230
FBgn0010380	FBgn0010380	AP-1-2β
FBgn0031066	FBgn0031066	COX6B
FBgn0042132	FBgn0042132	CG18809
FBgn0052528	FBgn0052528	parvin
FBgn0031068	FBgn0031068	Alr
FBgn0031069	FBgn0031069	Abcd3
FBgn0031070	FBgn0031070	CG12702
FBgn0259789	FBgn0259789	zld
FBgn0261811	FBgn0261811	pico
FBgn0031078	FBgn0031078	Nup205
FBgn0031077	FBgn0031077	THADA
FBgn0052529	FBgn0052529	Hers
FBgn0085360	FBgn0085360	CG34331
FBgn0031088	FBgn0031088	CG15322
FBgn0031089	FBgn0031089	aspr
FBgn0031090	FBgn0031090	Rab35
FBgn0031091	FBgn0031091	Phf7
FBgn0031092	FBgn0031092	Ech1
FBgn0031093	FBgn0031093	CG9581
FBgn0031094	FBgn0031094	CG9578
FBgn0000084	FBgn0000084	AnxB10
FBgn0003654	FBgn0003654	sw
FBgn0031097	FBgn0031097	obst-A
FBgn0022770	FBgn0022770	Peritrophin-A
FBgn0031098	FBgn0031098	CG17068
FBgn0015789	FBgn0015789	Rab10
FBgn0031099	FBgn0031099	CG17065
FBgn0027334	FBgn0027334	l(1)G0004
FBgn0031106	FBgn0031106	Syx16
FBgn0031107	FBgn0031107	HERC2
FBgn0023177	FBgn0023177	Pp4-19C
FBgn0031114	FBgn0031114	cactin
FBgn0040650	FBgn0040650	CG15456
FBgn0031115	FBgn0031115	CG11710
FBgn0002641	FBgn0002641	mal
FBgn0260868	FBgn0260868	CG42578
FBgn0031117	FBgn0031117	GstT3
FBgn0031118	FBgn0031118	RhoGAP19D
FBgn0040649	FBgn0040649	CG15461
FBgn0031119	FBgn0031119	CG1812
FBgn0026323	FBgn0026323	Tak1
FBgn0031126	FBgn0031126	Cyp6v1
FBgn0031127	FBgn0031127	CG1835
FBgn0031143	FBgn0031143	CG1532
FBgn0031144	FBgn0031144	CG1529
FBgn0031145	FBgn0031145	Ntf-2
FBgn0025814	FBgn0025814	Mgstl
FBgn0031148	FBgn0031148	Cbs
FBgn0031149	FBgn0031149	Stt3A
FBgn0086048	FBgn0086048	snoRNA:Me28S-U3344b
FBgn0065057	FBgn0065057	scaRNA:MeU2-C28
FBgn0031150	FBgn0031150	bves
FBgn0052512	FBgn0052512	CG32512
FBgn0031161	FBgn0031161	CG15445
FBgn0083956	FBgn0083956	CG34120
FBgn0052521	FBgn0052521	Mnr
FBgn0011954	FBgn0011954	tRNA:Arg-TCG-2-2
FBgn0031168	FBgn0031168	CG1722
FBgn0020369	FBgn0020369	Rpt6
FBgn0029067	FBgn0029067	Dd
FBgn0031174	FBgn0031174	CG1486
FBgn0000709	FBgn0000709	fliI
FBgn0015379	FBgn0015379	dod
FBgn0015527	FBgn0015527	peng
FBgn0003464	FBgn0003464	sol
FBgn0011710	FBgn0011710	Septin1
FBgn0003423	FBgn0003423	slgA
FBgn0001565	FBgn0001565	Ddx56
FBgn0020272	FBgn0020272	mst
FBgn0027588	FBgn0027588	GCS2α
FBgn0024807	FBgn0024807	DIP1
FBgn0031183	FBgn0031183	CG14621
FBgn0031184	FBgn0031184	CG14615
FBgn0266848	FBgn0266848	wap
FBgn0031187	FBgn0031187	Usp2
FBgn0031188	FBgn0031188	CG14613
FBgn0031189	FBgn0031189	CG14618
FBgn0031190	FBgn0031190	CG12576
FBgn0031191	FBgn0031191	Cp110
FBgn0027279	FBgn0027279	l(1)G0196
FBgn0264677	FBgn0264677	lncRNA:CR43962
FBgn0031195	FBgn0031195	CG17600
FBgn0262866	FBgn0262866	S6kII
FBgn0031194	FBgn0031194	CG17598
FBgn0031196	FBgn0031196	Cluap1
FBgn0052499	FBgn0052499	Cda4
FBgn0000719	FBgn0000719	fog
FBgn0262237	FBgn0262237	mir-2491
FBgn0039966	FBgn0039966	Rab21
FBgn0039965	FBgn0039965	Coa7
FBgn0039941	FBgn0039941	CG17167
FBgn0039942	FBgn0039942	CG17163
FBgn0039943	FBgn0039943	CG17168
FBgn0263457	FBgn0263457	asRNA:CR43480
FBgn0003559	FBgn0003559	su(f)
FBgn0039946	FBgn0039946	ATbp
FBgn0267513	FBgn0267513	28SrRNA-Ψ:CR45853
FBgn0267515	FBgn0267515	28SrRNA-Ψ:CR45855
FBgn0085813	FBgn0085813	18SrRNA-Ψ:CR41602
FBgn0267519	FBgn0267519	28SrRNA-Ψ:CR45859
FBgn0085771	FBgn0085771	28SrRNA-Ψ:CR40741
FBgn0085819	FBgn0085819	28SrRNA-Ψ:CR41609
FBgn0267520	FBgn0267520	28SrRNA-Ψ:CR45860
FBgn0267516	FBgn0267516	pre-rRNA:CR45856
FBgn0267524	FBgn0267524	2SrRNA:CR45864
FBgn0002121	FBgn0002121	l(2)gl
FBgn0051973	FBgn0051973	Cda5
FBgn0067779	FBgn0067779	dbr
FBgn0031213	FBgn0031213	galectin
FBgn0002931	FBgn0002931	net
FBgn0031216	FBgn0031216	Zir
FBgn0031217	FBgn0031217	Creld
FBgn0026787	FBgn0026787	Nhe1
FBgn0005278	FBgn0005278	Sam-S
FBgn0031228	FBgn0031228	ND-15
FBgn0031219	FBgn0031219	CG13694
FBgn0031220	FBgn0031220	CG4822
FBgn0025683	FBgn0288229	CG3164
FBgn0001142	FBgn0001142	Gs1
FBgn0031224	FBgn0031224	CG11454
FBgn0031227	FBgn0031227	CG3709
FBgn0031229	FBgn0031229	CG3436
FBgn0053635	FBgn0053635	CG33635
FBgn0016977	FBgn0016977	spen
FBgn0031231	FBgn0031231	mRpL10
FBgn0031233	FBgn0031233	Tbc1d15-17
FBgn0266557	FBgn0266557	kis
FBgn0265153	FBgn0265153	lncRNA:CR44222
FBgn0283652	FBgn0283652	Rpp30
FBgn0031238	FBgn0031238	CG3645
FBgn0031239	FBgn0031239	CG17075
FBgn0086912	FBgn0086912	mbm
FBgn0086856	FBgn0086856	CG11555
FBgn0086855	FBgn0086855	CG17078
FBgn0003444	FBgn0003444	smo
FBgn0031244	FBgn0031244	CG11601
FBgn0031245	FBgn0031245	CG3625
FBgn0031247	FBgn0031247	CG11562
FBgn0017457	FBgn0017457	U2af38
FBgn0024352	FBgn0024352	Stip1
FBgn0020622	FBgn0020622	Pi3K21B
FBgn0004611	FBgn0004611	Plc21C
FBgn0031250	FBgn0031250	Ent1
FBgn0000061	FBgn0000061	al
FBgn0003278	FBgn0003278	Polr1B
FBgn0264855	FBgn0264855	AP-2α
FBgn0263933	FBgn0263933	ebi
FBgn0031252	FBgn0031252	CG13690
FBgn0002593	FBgn0002593	RpLP1
FBgn0031253	FBgn0031253	CG11885
FBgn0031254	FBgn0031254	CG13692
FBgn0004583	FBgn0004583	ex
FBgn0015924	FBgn0015924	crq
FBgn0031256	FBgn0031256	shv
FBgn0027592	FBgn0027592	MED15
FBgn0003963	FBgn0003963	ush
FBgn0043364	FBgn0043364	cbt
FBgn0010602	FBgn0010602	lwr
FBgn0031260	FBgn0031260	Spp
FBgn0031263	FBgn0031263	Tspo
FBgn0031264	FBgn0031264	uncNacβ
FBgn0031265	FBgn0031265	CG2794
FBgn0021874	FBgn0021874	Nle
FBgn0031266	FBgn0031266	Sf3b1
FBgn0031267	FBgn0031267	Ipk2
FBgn0031268	FBgn0031268	cold
FBgn0031270	FBgn0031270	CG13689
FBgn0284247	FBgn0284247	ds
FBgn0051658	FBgn0051658	Nnf1b
FBgn0086130	FBgn0086130	Dbp21E2
FBgn0031281	FBgn0031281	Saf6
FBgn0031282	FBgn0031282	Pex12
FBgn0031284	FBgn0031284	PGAP2
FBgn0015621	FBgn0015621	Clp
FBgn0031285	FBgn0031285	CG3662
FBgn0031286	FBgn0031286	CG3862
FBgn0010583	FBgn0010583	dock
FBgn0020304	FBgn0020304	drongo
FBgn0031287	FBgn0031287	CG4291
FBgn0020545	FBgn0020545	kraken
FBgn0029095	FBgn0029095	aru
FBgn0020305	FBgn0020305	dbe
FBgn0053526	FBgn0053526	PNUTS
FBgn0002563	FBgn0002563	Lsp1β
FBgn0003310	FBgn0003310	S
FBgn0015905	FBgn0015905	ast
FBgn0031298	FBgn0031298	Atg4a
FBgn0261938	FBgn0261938	PolrMT
FBgn0016926	FBgn0016926	Pino
FBgn0031304	FBgn0031304	TBC1D23
FBgn0031307	FBgn0031307	MFS3
FBgn0283525	FBgn0283525	l(2)10685
FBgn0031309	FBgn0031309	Tfb4
FBgn0031310	FBgn0031310	Vps29
FBgn0261458	FBgn0261458	capt
FBgn0031312	FBgn0031312	Tango14
FBgn0031313	FBgn0031313	CG5080
FBgn0031314	FBgn0031314	IntS14
FBgn0031315	FBgn0031315	CG14341
FBgn0024314	FBgn0024314	Plap
FBgn0051922	FBgn0051922	CG31922
FBgn0031317	FBgn0031317	Charon
FBgn0031318	FBgn0031318	CG4887
FBgn0031319	FBgn0031319	CG4896
FBgn0031320	FBgn0031320	CG5126
FBgn0031321	FBgn0031321	Tgt
FBgn0031322	FBgn0031322	CG5001
FBgn0031327	FBgn0031327	CG5397
FBgn0053126	FBgn0053126	NLaz
FBgn0002543	FBgn0002543	robo2
FBgn0031344	FBgn0031344	CG7420
FBgn0261509	FBgn0261509	haf
FBgn0051935	FBgn0051935	Rab3GAP1
FBgn0031351	FBgn0031351	CG14352
FBgn0021906	FBgn0021906	RFeSP
FBgn0086758	FBgn0086758	chinmo
FBgn0011570	FBgn0011570	cpb
FBgn0031356	FBgn0031356	CG17660
FBgn0031357	FBgn0031357	mRpL48
FBgn0086698	FBgn0086698	frtz
FBgn0031359	FBgn0031359	Rim2
FBgn0000579	FBgn0000579	Eno
FBgn0260648	FBgn0260648	Rrp40
FBgn0031360	FBgn0031360	CG31937
FBgn0031361	FBgn0031361	CG17652
FBgn0264494	FBgn0264494	CG17646
FBgn0027597	FBgn0027597	CG17712
FBgn0031374	FBgn0031374	Wdr62
FBgn0011859	FBgn0011859	tRNA:Gly-GCC-1-1
FBgn0267972	FBgn0267972	Der-1
FBgn0031377	FBgn0031377	CG15356
FBgn0031378	FBgn0031378	CG15362
FBgn0031379	FBgn0031379	CG7289
FBgn0001125	FBgn0001125	Got2
FBgn0031381	FBgn0031381	Npc2a
FBgn0040718	FBgn0040718	CG15353
FBgn0040717	FBgn0040717	Nplp4
FBgn0031384	FBgn0031384	CG4238
FBgn0003557	FBgn0003557	Su(dx)
FBgn0028952	FBgn0028952	Kebab
FBgn0004507	FBgn0004507	GlyP
FBgn0031390	FBgn0031390	tho2
FBgn0031391	FBgn0031391	CG11723
FBgn0027509	FBgn0027509	Tbcd
FBgn0031392	FBgn0031392	AIF
FBgn0000097	FBgn0000097	aop
FBgn0031395	FBgn0031395	CG10874
FBgn0085201	FBgn0085201	COX7AL2
FBgn0010288	FBgn0010288	Uch
FBgn0085203	FBgn0085203	CG34174
FBgn0031398	FBgn0031398	daed
FBgn0031399	FBgn0031399	mio
FBgn0031401	FBgn0031401	papi
FBgn0031403	FBgn0031403	CG15387
FBgn0267378	FBgn0267378	sau
FBgn0262126	FBgn0262126	Sec24CD
FBgn0031413	FBgn0031413	CG9967
FBgn0014010	FBgn0014010	Rab5
FBgn0261647	FBgn0261647	Axud1
FBgn0031418	FBgn0031418	CG3609
FBgn0031420	FBgn0031420	Atxn7
FBgn0264672	FBgn0264672	Eogt
FBgn0031422	FBgn0031422	PIG-Wa
FBgn0031426	FBgn0031426	CG18641
FBgn0031428	FBgn0031428	CG9886
FBgn0266217	FBgn0266217	lncRNA:CR44912
FBgn0000490	FBgn0000490	dpp
FBgn0012017	FBgn0012017	tRNA:Tyr-GTA-1-2
FBgn0264978	FBgn0264978	Slh
FBgn0011818	FBgn0011818	oaf
FBgn0031434	FBgn0031434	insv
FBgn0031435	FBgn0031435	Elba2
FBgn0031436	FBgn0031436	ND-B17.2
FBgn0031437	FBgn0031437	Arpc5
FBgn0026479	FBgn0026479	Drp1
FBgn0031449	FBgn0031449	CG31689
FBgn0031450	FBgn0031450	Hrs
FBgn0031452	FBgn0031452	Cwc25
FBgn0250906	FBgn0250906	Pgk
FBgn0031453	FBgn0031453	Bacc
FBgn0265997	FBgn0265997	lncRNA:CR44772
FBgn0031456	FBgn0031456	Tnpo-SR
FBgn0031457	FBgn0031457	Snx21
FBgn0031458	FBgn0031458	aph-1
FBgn0026324	FBgn0026324	Taf10b
FBgn0028398	FBgn0028398	Taf10
FBgn0019830	FBgn0019830	colt
FBgn0031459	FBgn0031459	HINT1
FBgn0004242	FBgn0004242	Syt1
FBgn0031461	FBgn0031461	daw
FBgn0031463	FBgn0031463	G6P
FBgn0283531	FBgn0283531	Duox
FBgn0031468	FBgn0031468	CG2975
FBgn0031473	FBgn0031473	CG3104
FBgn0015521	FBgn0015521	RpS21
FBgn0031474	FBgn0031474	CG2991
FBgn0051694	FBgn0051694	Ifrd1
FBgn0031478	FBgn0031478	CG8814
FBgn0031479	FBgn0031479	Prx6a
FBgn0051950	FBgn0051950	Sbat
FBgn0028970	FBgn0028970	RabGGTb
FBgn0024947	FBgn0024947	NTPase
FBgn0041111	FBgn0041111	lilli
FBgn0024920	FBgn0024920	Ts
FBgn0004584	FBgn0004584	Rrp1
FBgn0260639	FBgn0260639	γTub23C
FBgn0031483	FBgn0031483	CG9641
FBgn0031484	FBgn0031484	CG3165
FBgn0031485	FBgn0031485	CG9643
FBgn0250786	FBgn0250786	Chd1
FBgn0025109	FBgn0025109	Bem46
FBgn0002989	FBgn0002989	okr
FBgn0025681	FBgn0025681	CG3558
FBgn0031488	FBgn0031488	Ccdc85
FBgn0031489	FBgn0031489	CG17224
FBgn0031490	FBgn0031490	CG17264
FBgn0031491	FBgn0031491	α4GT1
FBgn0031492	FBgn0031492	Prp40
FBgn0031493	FBgn0031493	Sf3b2
FBgn0031494	FBgn0031494	CG17219
FBgn0031495	FBgn0031495	GABPI
FBgn0031497	FBgn0031497	SerRS
FBgn0031498	FBgn0031498	CG17260
FBgn0243513	FBgn0243513	cnir
FBgn0031500	FBgn0031500	CG17221
FBgn0283427	FBgn0283427	FASN1
FBgn0015600	FBgn0015600	toc
FBgn0031505	FBgn0031505	ND-B14.5B
FBgn0011648	FBgn0011648	Mad
FBgn0260817	FBgn0260817	gkt
FBgn0014906	FBgn0014906	Hydr2
FBgn0011985	FBgn0011985	tRNA:Ser-AGA-2-3
FBgn0264744	FBgn0264744	CG44002
FBgn0031515	FBgn0031515	CG9664
FBgn0031516	FBgn0031516	CG9663
FBgn0031522	FBgn0031522	CG3285
FBgn0031523	FBgn0031523	CG15408
FBgn0020445	FBgn0020445	E23
FBgn0085423	FBgn0085423	GramD1B
FBgn0031529	FBgn0031529	CG9662
FBgn0016698	FBgn0016698	Ptpa
FBgn0031530	FBgn0031530	Pgant2
FBgn0031534	FBgn0031534	Snx1
FBgn0031535	FBgn0031535	CG12795
FBgn0031536	FBgn0031536	Cog3
FBgn0266670	FBgn0266670	Sec5
FBgn0031538	FBgn0031538	CG3246
FBgn0005616	FBgn0005616	msl-2
FBgn0021967	FBgn0021967	ND-PDSW
FBgn0031540	FBgn0031540	Pif1
FBgn0261560	FBgn0261560	Thor
FBgn0031542	FBgn0031542	CG15414
FBgn0284253	FBgn0284253	LeuRS
FBgn0031544	FBgn0031544	CG17593
FBgn0031549	FBgn0031549	Spindly
FBgn0024244	FBgn0024244	drm
FBgn0004892	FBgn0004892	sob
FBgn0002985	FBgn0002985	odd
FBgn0015663	FBgn0015663	Ugt36A1
FBgn0000721	FBgn0000721	for
FBgn0085369	FBgn0085369	Drgx
FBgn0031558	FBgn0031558	CG16704
FBgn0031559	FBgn0031559	CG3513
FBgn0031562	FBgn0031562	CG3604
FBgn0031564	FBgn0031564	CG2816
FBgn0051778	FBgn0051778	CG31778
FBgn0051777	FBgn0051777	CG31777
FBgn0015376	FBgn0015376	cutlet
FBgn0031566	FBgn0031566	CG2818
FBgn0031568	FBgn0031568	CG10019
FBgn0263843	FBgn0263843	lncRNA:CR43704
FBgn0004893	FBgn0004893	bowl
FBgn0031571	FBgn0031571	bark
FBgn0021800	FBgn0021800	Reph
FBgn0031573	FBgn0031573	CG3407
FBgn0031574	FBgn0031574	TTLL4B
FBgn0031575	FBgn0031575	Cep97
FBgn0051957	FBgn0051957	CG31957
FBgn0000256	FBgn0000256	capu
FBgn0031579	FBgn0031579	CG15422
FBgn0000547	FBgn0000547	ed
FBgn0086032	FBgn0086032	snoRNA:Me28S-C437
FBgn0014033	FBgn0014033	Sr-CI
FBgn0051961	FBgn0051961	Tbcc
FBgn0040102	FBgn0040102	lectin-24Db
FBgn0031589	FBgn0031589	Naprt
FBgn0001075	FBgn0001075	ft
FBgn0031590	FBgn0031590	CG3702
FBgn0003941	FBgn0003941	RpL40
FBgn0010473	FBgn0010473	tutl
FBgn0020762	FBgn0020762	Atet
FBgn0026319	FBgn0026319	Traf4
FBgn0031597	FBgn0031597	CG17612
FBgn0031598	FBgn0031598	Vps53
FBgn0261976	FBgn0261976	Psf2
FBgn0031600	FBgn0031600	CG3652
FBgn0022153	FBgn0022153	l(2)k05819
FBgn0031601	FBgn0031601	Dim1
FBgn0031603	FBgn0031603	CG15432
FBgn0027609	FBgn0027609	morgue
FBgn0031604	FBgn0031604	Elp3
FBgn0025684	FBgn0025684	MFS18
FBgn0031606	FBgn0031606	CG15439
FBgn0031607	FBgn0031607	Secp43
FBgn0019982	FBgn0019982	Gs1l
FBgn0285948	FBgn0285948	RpL27A
FBgn0065053	FBgn0065053	snoRNA:Me18S-C1831
FBgn0053002	FBgn0053002	mRpL27
FBgn0031608	FBgn0031608	CG15435
FBgn0031609	FBgn0031609	CG15443
FBgn0031610	FBgn0031610	Paris
FBgn0031611	FBgn0031611	FIG4
FBgn0011603	FBgn0011603	ine
FBgn0053196	FBgn0053196	dpy
FBgn0263869	FBgn0263869	lncRNA:CR43716
FBgn0267008	FBgn0267008	lncRNA:CR45452
FBgn0031619	FBgn0031619	CG3355
FBgn0031623	FBgn0031623	Taf12L
FBgn0031628	FBgn0031628	CG3294
FBgn0031629	FBgn0287234	slf
FBgn0031630	FBgn0031630	CG15629
FBgn0031631	FBgn0031631	CG3225
FBgn0031632	FBgn0031632	CG15628
FBgn0031633	FBgn0031633	Fnta
FBgn0031635	FBgn0031635	tank
FBgn0031637	FBgn0031637	mxt
FBgn0031638	FBgn0031638	CG11927
FBgn0031639	FBgn0031639	mRpS2
FBgn0031640	FBgn0031640	Mon1
FBgn0000286	FBgn0000286	Cf2
FBgn0031643	FBgn0031643	CG3008
FBgn0031645	FBgn0031645	CG3036
FBgn0031646	FBgn0031646	snsl
FBgn0031651	FBgn0031651	mRpL24
FBgn0015000	FBgn0015000	βggt-I
FBgn0031652	FBgn0031652	jet
FBgn0031655	FBgn0031655	Marcal1
FBgn0083961	FBgn0083961	CG34125
FBgn0015834	FBgn0015834	eIF3i
FBgn0262467	FBgn0262467	Scox
FBgn0031657	FBgn0031657	Polr1C
FBgn0010607	FBgn0010607	l(2)05714
FBgn0031659	FBgn0031659	CG14043
FBgn0031660	FBgn0031660	mRpL28
FBgn0031661	FBgn0031661	Gmd
FBgn0031662	FBgn0031662	CG3792
FBgn0031663	FBgn0031663	CG8891
FBgn0031664	FBgn0031664	CG8892
FBgn0083962	FBgn0083962	CG34126
FBgn0053113	FBgn0053113	Rtnl1
FBgn0031670	FBgn0031670	SelT
FBgn0016075	FBgn0016075	vkg
FBgn0000299	FBgn0000299	Col4a1
FBgn0031673	FBgn0031673	CG31650
FBgn0031675	FBgn0031675	CG9121
FBgn0022023	FBgn0022023	eIF3h
FBgn0031676	FBgn0031676	senju
FBgn0014857	FBgn0014857	His3.3A
FBgn0031678	FBgn0031678	Nepl3
FBgn0028694	FBgn0028694	Rpn11
FBgn0028572	FBgn0028572	qtc
FBgn0261608	FBgn0261608	RpL37A
FBgn0031681	FBgn0031681	Pgant5
FBgn0031682	FBgn0031682	CG5828
FBgn0031683	FBgn0031683	CG4230
FBgn0031684	FBgn0031684	ND-13A
FBgn0261836	FBgn0261836	Msp300
FBgn0082990	FBgn0082990	snoRNA:Ψ28S-2263
FBgn0031688	FBgn0031688	Cyp28d2
FBgn0031689	FBgn0031689	Cyp28d1
FBgn0031692	FBgn0031692	TpnC25D
FBgn0003716	FBgn0003716	tkv
FBgn0265957	FBgn0265957	lncRNA:CR44744
FBgn0000228	FBgn0000228	Nin
FBgn0031696	FBgn0031696	Bub1
FBgn0016076	FBgn0016076	vri
FBgn0031698	FBgn0031698	Ncoa6
FBgn0015031	FBgn0015031	cype
FBgn0031708	FBgn0031708	CG7382
FBgn0000318	FBgn0000318	cl
FBgn0031710	FBgn0031710	Vps52
FBgn0031711	FBgn0031711	CG6907
FBgn0051989	FBgn0051989	Cap-D3
FBgn0051648	FBgn0051648	Cox11
FBgn0051915	FBgn0051915	CG31915
FBgn0031713	FBgn0031713	Coq6
FBgn0014189	FBgn0014189	Hel25E
FBgn0002525	FBgn0002525	Lam
FBgn0031717	FBgn0031717	Oscillin
FBgn0024191	FBgn0024191	sip1
FBgn0031736	FBgn0031736	CG11030
FBgn0031734	FBgn0031734	CG11147
FBgn0031737	FBgn0031737	obst-E
FBgn0031738	FBgn0031738	CG9171
FBgn0031739	FBgn0031739	CG14005
FBgn0031740	FBgn0031740	CG7239
FBgn0031741	FBgn0031741	CG11034
FBgn0031745	FBgn0031745	rau
FBgn0031746	FBgn0031746	CG9029
FBgn0043362	FBgn0043362	bchs
FBgn0001128	FBgn0001128	Gpdh1
FBgn0031752	FBgn0031752	CG9044
FBgn0000308	FBgn0000308	chic
FBgn0001942	FBgn0001942	eIF4A
FBgn0001941	FBgn0001941	ifc
FBgn0031759	FBgn0031759	Kdm5
FBgn0031760	FBgn0031760	Tsp26A
FBgn0001089	FBgn0001089	Gal
FBgn0031764	FBgn0031764	CG9107
FBgn0025742	FBgn0025742	mtm
FBgn0031766	FBgn0031766	CG9117
FBgn0051643	FBgn0051643	CG31643
FBgn0000052	FBgn0000052	Pfas
FBgn0031768	FBgn0031768	IPIP
FBgn0031769	FBgn0031769	CG9135
FBgn0031771	FBgn0031771	ND-51
FBgn0031772	FBgn0031772	CG13994
FBgn0031773	FBgn0031773	Fbw5
FBgn0031774	FBgn0031774	CG9147
FBgn0031776	FBgn0031776	Pfdn1
FBgn0031777	FBgn0031777	CG9154
FBgn0266449	FBgn0266449	Kr-h2
FBgn0031779	FBgn0031779	CG9175
FBgn0266521	FBgn0266521	stai
FBgn0284255	FBgn0284255	Arpc4
FBgn0031782	FBgn0031782	WDR79
FBgn0085409	FBgn0085409	smal
FBgn0265778	FBgn0265778	PDZ-GEF
FBgn0031799	FBgn0031799	Pez
FBgn0015623	FBgn0015623	Cpr
FBgn0259715	FBgn0259715	CG42369
FBgn0263278	FBgn0263278	Fic
FBgn0031813	FBgn0031813	Acox3
FBgn0031814	FBgn0031814	retm
FBgn0031815	FBgn0031815	frj
FBgn0031816	FBgn0031816	Rchy1
FBgn0031817	FBgn0031817	HemK1
FBgn0259749	FBgn0259749	mmy
FBgn0031818	FBgn0031818	CG9536
FBgn0086357	FBgn0086357	Sec61α
FBgn0031820	FBgn0031820	Daxx
FBgn0031821	FBgn0287695	KFase
FBgn0027496	FBgn0027496	εCOP
FBgn0031822	FBgn0031822	Phf5a
FBgn0051638	FBgn0051638	CG31638
FBgn0031824	FBgn0031824	CG9547
FBgn0051637	FBgn0051637	CG31637
FBgn0266001	FBgn0266001	lncRNA:CR44775
FBgn0031830	FBgn0031830	COX5B
FBgn0031832	FBgn0031832	Trmt6
